OG,category
NOG206470,Function unknown
NOG220018,Function unknown
NOG129177,Function unknown
NOG206473,Function unknown
NOG235147,Function unknown
NOG243410,Function unknown
NOG243413,"Post-translational modification, protein turnover, chaperone functions"
NOG243412,General functional prediction only
NOG243415,Function unknown
NOG243414,Function unknown
NOG243417,Function unknown
NOG243416,Function unknown
NOG243419,General functional prediction only
NOG243418,General functional prediction only
NOG07550,Function unknown
NOG231025,Function unknown
NOG127668,Function unknown
NOG236035,Function unknown
NOG231026,Carbohydrate metabolism and transport
NOG39130,"Post-translational modification, protein turnover, chaperone functions"
NOG113484,"Post-translational modification, protein turnover, chaperone functions"
NOG119954,Function unknown
NOG231022,Function unknown
NOG129207,Cell wall/membrane/envelope biogenesis
NOG129206,Function unknown
NOG231029,Function unknown
NOG129200,Function unknown
NOG127667,Function unknown
NOG236038,General functional prediction only
NOG241307,Function unknown
NOG241306,Transcription
NOG241304,Function unknown
NOG241303,General functional prediction only
NOG234768,Carbohydrate metabolism and transport
NOG241301,Function unknown
NOG241300,Function unknown
NOG241674,Function unknown
NOG234767,Function unknown
NOG234766,Function unknown
NOG41359,Function unknown
NOG241309,Function unknown
NOG241308,General functional prediction only
NOG122521,Function unknown
NOG122522,Function unknown
NOG122525,Function unknown
NOG113238,Cell wall/membrane/envelope biogenesis
NOG05953,Function unknown
NOG05952,Function unknown
NOG125756,Function unknown
NOG125755,Function unknown
NOG125753,Function unknown
NOG113233,Function unknown
NOG125750,Inorganic ion transport and metabolism
NOG201299,Function unknown
NOG201298,Function unknown
NOG243715,Function unknown
NOG257338,Function unknown
NOG78973,Function unknown
NOG46460,Function unknown
NOG46461,General functional prediction only
NOG201293,Function unknown
NOG201292,Function unknown
NOG201295,Signal transduction
NOG46465,Transcription
NOG201297,Energy production and conversion
NOG201296,Function unknown
NOG203882,General functional prediction only
NOG10400,Function unknown
NOG10403,Function unknown
NOG240868,Function unknown
NOG253405,Function unknown
NOG217120,Function unknown
NOG140456,Transcription
NOG83040,Function unknown
NOG07111,Function unknown
NOG209980,Function unknown
NOG78825,Function unknown
NOG78824,Function unknown
NOG78826,Function unknown
NOG78820,Function unknown
NOG140450,Function unknown
NOG113583,Function unknown
NOG113582,"Post-translational modification, protein turnover, chaperone functions"
NOG232646,Function unknown
NOG228635,Function unknown
NOG232640,Function unknown
NOG113586,Function unknown
NOG113585,Cell wall/membrane/envelope biogenesis
NOG113584,Function unknown
NOG113588,Function unknown
NOG232648,Function unknown
NOG232649,Function unknown
NOG253167,Function unknown
NOG79192,Transcription
NOG75632,Function unknown
NOG83852,Function unknown
NOG75630,Function unknown
NOG41166,Function unknown
NOG79197,Function unknown
NOG75635,Function unknown
NOG201128,Signal transduction
NOG201126,Function unknown
NOG201123,Function unknown
NOG136956,Function unknown
NOG201121,Function unknown
NOG236472,Function unknown
NOG249152,Function unknown
NOG249153,Function unknown
NOG249150,Function unknown
NOG249151,"Post-translational modification, protein turnover, chaperone functions"
NOG249156,Function unknown
NOG249157,Lipid metabolism
NOG249155,Function unknown
NOG202632,Replication and repair
NOG249158,Function unknown
NOG220294,Energy production and conversion
NOG248685,"Post-translational modification, protein turnover, chaperone functions"
NOG248684,Function unknown
NOG211771,Function unknown
NOG248686,Transcription
NOG248681,Function unknown
NOG248680,Function unknown
NOG248683,General functional prediction only
NOG211774,Function unknown
NOG247460,General functional prediction only
NOG247461,General functional prediction only
NOG247462,Function unknown
NOG247463,Function unknown
NOG247464,Function unknown
NOG248688,Function unknown
NOG247466,Function unknown
NOG247467,Function unknown
NOG230868,RNA processing and modification
NOG08371,Function unknown
NOG231740,Function unknown
NOG228638,Carbohydrate metabolism and transport
NOG202633,Function unknown
NOG230862,Function unknown
NOG230863,General functional prediction only
NOG230860,General functional prediction only
NOG228639,Function unknown
NOG230866,Function unknown
NOG230864,General functional prediction only
NOG230865,Function unknown
NOG123690,Function unknown
NOG249489,Function unknown
NOG244124,Function unknown
NOG123694,Function unknown
NOG123695,Function unknown
NOG123696,Function unknown
NOG239576,Function unknown
NOG204515,Function unknown
NOG256700,Transcription
NOG204517,General functional prediction only
NOG249484,General functional prediction only
NOG41161,Function unknown
NOG204513,Function unknown
NOG249487,General functional prediction only
NOG242457,Function unknown
NOG84864,Function unknown
NOG242455,Function unknown
NOG242452,Function unknown
NOG242453,Function unknown
NOG84860,Function unknown
NOG242451,Function unknown
NOG237074,Function unknown
NOG237075,Function unknown
NOG237076,Function unknown
NOG237077,Function unknown
NOG237070,General functional prediction only
NOG237071,Function unknown
NOG237072,Function unknown
NOG242459,Function unknown
NOG26155,Function unknown
NOG240168,Function unknown
NOG240169,Function unknown
NOG247799,Function unknown
NOG240164,Function unknown
NOG229304,General functional prediction only
NOG247794,General functional prediction only
NOG247795,Function unknown
NOG247792,Function unknown
NOG247793,Function unknown
NOG247790,Function unknown
NOG229302,Function unknown
NOG29274,Function unknown
NOG229381,Function unknown
NOG225001,Function unknown
NOG250678,General functional prediction only
NOG220759,Function unknown
NOG208340,Function unknown
NOG73343,Function unknown
NOG119664,Function unknown
NOG119665,Transcription
NOG233515,Function unknown
NOG233514,Function unknown
NOG233513,General functional prediction only
NOG123343,Function unknown
NOG233511,Function unknown
NOG119663,General functional prediction only
NOG119668,Function unknown
NOG245271,Function unknown
NOG123349,Function unknown
NOG262957,General functional prediction only
NOG86629,Function unknown
NOG239578,Function unknown
NOG257405,"Post-translational modification, protein turnover, chaperone functions"
NOG240225,Function unknown
NOG209739,General functional prediction only
NOG14873,Function unknown
NOG83163,General functional prediction only
NOG128188,Energy production and conversion
NOG72298,Function unknown
NOG209011,General functional prediction only
NOG147895,Function unknown
NOG148619,Function unknown
NOG256628,Cell wall/membrane/envelope biogenesis
NOG256629,Function unknown
NOG203189,General functional prediction only
NOG216201,Function unknown
NOG216206,Function unknown
NOG127308,Function unknown
NOG216204,Function unknown
NOG148182,Function unknown
NOG203183,"Post-translational modification, protein turnover, chaperone functions"
NOG203182,Function unknown
NOG216208,Cell wall/membrane/envelope biogenesis
NOG216209,Function unknown
NOG203187,Function unknown
NOG203186,Function unknown
NOG41786,Function unknown
NOG41787,Cell motility
NOG72752,Function unknown
NOG43594,Function unknown
NOG113732,Function unknown
NOG224465,Function unknown
NOG245109,General functional prediction only
NOG245108,Function unknown
NOG248359,General functional prediction only
NOG232816,Function unknown
NOG208343,Function unknown
NOG245101,Function unknown
NOG245100,Function unknown
NOG248351,Function unknown
NOG248350,Function unknown
NOG248357,Function unknown
NOG248356,General functional prediction only
NOG245107,Function unknown
NOG245106,Function unknown
NOG205407,Function unknown
NOG132073,General functional prediction only
NOG146428,Replication and repair
NOG116246,Function unknown
NOG231746,Function unknown
NOG146427,Function unknown
NOG146422,Function unknown
NOG146423,Function unknown
NOG47780,Function unknown
NOG146421,Function unknown
NOG226663,Function unknown
NOG263318,Function unknown
NOG135136,Function unknown
NOG236855,Function unknown
NOG236854,Function unknown
NOG236857,Function unknown
NOG81999,Function unknown
NOG81998,General functional prediction only
NOG244474,Function unknown
NOG259794,Function unknown
NOG81995,Function unknown
NOG81994,Function unknown
NOG81997,Function unknown
NOG244479,Function unknown
NOG236859,Cell wall/membrane/envelope biogenesis
NOG81990,Function unknown
NOG81993,Function unknown
NOG118137,Function unknown
NOG40782,General functional prediction only
NOG115327,Function unknown
NOG202587,Function unknown
NOG202580,Function unknown
NOG118132,Function unknown
NOG240221,General functional prediction only
NOG202583,Function unknown
NOG83845,Function unknown
NOG259791,Function unknown
NOG40789,Function unknown
NOG135137,Function unknown
NOG202588,Function unknown
NOG115328,Function unknown
NOG147085,Function unknown
NOG114876,Transcription
NOG206805,Function unknown
NOG203082,Function unknown
NOG47256,Function unknown
NOG206806,Function unknown
NOG206801,Function unknown
NOG146391,Replication and repair
NOG82718,Function unknown
NOG82719,Function unknown
NOG116665,Carbohydrate metabolism and transport
NOG116664,Function unknown
NOG82714,Function unknown
NOG138118,Function unknown
NOG82712,General functional prediction only
NOG206808,Function unknown
NOG82710,Function unknown
NOG145871,General functional prediction only
NOG225319,Function unknown
NOG263312,General functional prediction only
NOG29318,Function unknown
NOG203086,Function unknown
NOG75689,General functional prediction only
NOG242853,Function unknown
NOG250709,Function unknown
NOG119473,Cell wall/membrane/envelope biogenesis
NOG225878,Function unknown
NOG250704,Energy production and conversion
NOG250706,Function unknown
NOG250701,Function unknown
NOG250703,Cell wall/membrane/envelope biogenesis
NOG250702,Function unknown
NOG217356,Function unknown
NOG12114,Function unknown
NOG12117,Function unknown
NOG258578,Function unknown
NOG145398,Function unknown
NOG258576,Function unknown
NOG258577,Function unknown
NOG258574,Cell wall/membrane/envelope biogenesis
NOG44971,Function unknown
NOG258573,General functional prediction only
NOG258570,Function unknown
NOG258571,General functional prediction only
NOG259621,General functional prediction only
NOG252632,Function unknown
NOG259623,Function unknown
NOG259622,General functional prediction only
NOG252637,Function unknown
NOG252636,Function unknown
NOG259627,Function unknown
NOG252634,Function unknown
NOG133956,Coenzyme metabolism
NOG259628,Function unknown
NOG133954,Function unknown
NOG252638,Function unknown
NOG133952,Function unknown
NOG133950,Function unknown
NOG114744,Function unknown
NOG114747,General functional prediction only
NOG15830,Function unknown
NOG220535,Function unknown
NOG214531,Function unknown
NOG114748,Function unknown
NOG239688,Function unknown
NOG257281,Function unknown
NOG86172,Function unknown
NOG249972,General functional prediction only
NOG257282,Function unknown
NOG257285,Function unknown
NOG249975,Function unknown
NOG249976,Function unknown
NOG249977,Function unknown
NOG257289,Function unknown
NOG257288,General functional prediction only
NOG220536,Function unknown
NOG70193,Function unknown
NOG220793,General functional prediction only
NOG212453,Transcription
NOG127614,Function unknown
NOG212451,Function unknown
NOG220792,Function unknown
NOG212457,Function unknown
NOG212456,Function unknown
NOG212455,Function unknown
NOG130329,Function unknown
NOG214536,Function unknown
NOG148510,Function unknown
NOG212459,Function unknown
NOG212458,Function unknown
NOG237169,Function unknown
NOG148511,Function unknown
NOG214114,General functional prediction only
NOG147582,Transcription
NOG214116,Function unknown
NOG213321,Function unknown
NOG214110,Signal transduction
NOG245580,Function unknown
NOG213324,Function unknown
NOG214113,Function unknown
NOG237040,Function unknown
NOG72786,Function unknown
NOG213328,Function unknown
NOG213329,Function unknown
NOG214119,Function unknown
NOG86226,Function unknown
NOG220799,Function unknown
NOG112968,Function unknown
NOG27484,Function unknown
NOG147080,Function unknown
NOG72784,Function unknown
NOG112962,Function unknown
NOG207666,Function unknown
NOG112960,Function unknown
NOG112967,Function unknown
NOG112965,Function unknown
NOG84004,Function unknown
NOG39296,General functional prediction only
NOG84006,Function unknown
NOG84007,Function unknown
NOG84000,"Post-translational modification, protein turnover, chaperone functions"
NOG84001,Function unknown
NOG237043,General functional prediction only
NOG84003,Function unknown
NOG258392,Replication and repair
NOG119197,Function unknown
NOG258390,Function unknown
NOG258391,Function unknown
NOG84008,Signal transduction
NOG84009,Function unknown
NOG258394,Function unknown
NOG258395,General functional prediction only
NOG80714,Function unknown
NOG80715,Function unknown
NOG80717,Function unknown
NOG235009,General functional prediction only
NOG80713,Function unknown
NOG235007,Function unknown
NOG235006,"Post-translational modification, protein turnover, chaperone functions"
NOG235005,Function unknown
NOG72125,Function unknown
NOG235003,Function unknown
NOG235002,Function unknown
NOG235001,Function unknown
NOG235000,Function unknown
NOG245582,Function unknown
NOG237042,Function unknown
NOG247678,Cell wall/membrane/envelope biogenesis
NOG260658,Function unknown
NOG12358,Function unknown
NOG122871,Function unknown
NOG260659,Inorganic ion transport and metabolism
NOG209053,Function unknown
NOG253940,Function unknown
NOG122870,Function unknown
NOG253946,Function unknown
NOG209056,Function unknown
NOG209055,Function unknown
NOG209054,Defense mechanisms
NOG247254,Function unknown
NOG253949,Function unknown
NOG117216,Function unknown
NOG117212,Function unknown
NOG222978,Function unknown
NOG254527,Function unknown
NOG117219,Function unknown
NOG69400,General functional prediction only
NOG44209,Function unknown
NOG211509,Function unknown
NOG261684,Function unknown
NOG261685,Function unknown
NOG261687,Function unknown
NOG261680,Function unknown
NOG261682,Function unknown
NOG261683,Carbohydrate metabolism and transport
NOG76636,Function unknown
NOG261688,Function unknown
NOG261689,General functional prediction only
NOG85081,Function unknown
NOG247674,Function unknown
NOG215247,Function unknown
NOG222165,Function unknown
NOG222166,General functional prediction only
NOG259428,Function unknown
NOG215243,Cell wall/membrane/envelope biogenesis
NOG215242,General functional prediction only
NOG215241,Function unknown
NOG222163,Function unknown
NOG255625,Function unknown
NOG255624,Function unknown
NOG255627,Function unknown
NOG255626,Function unknown
NOG134724,Function unknown
NOG222169,Function unknown
NOG255623,Function unknown
NOG251233,Transcription
NOG262242,Function unknown
NOG08103,Function unknown
NOG236761,Function unknown
NOG203978,Function unknown
NOG203979,Function unknown
NOG259422,Function unknown
NOG203973,General functional prediction only
NOG203970,General functional prediction only
NOG203971,Function unknown
NOG203976,Function unknown
NOG133792,Function unknown
NOG203974,Function unknown
NOG259963,Function unknown
NOG210149,Function unknown
NOG210148,Transcription
NOG122025,Function unknown
NOG210143,Function unknown
NOG210140,Function unknown
NOG210147,Function unknown
NOG210146,Function unknown
NOG210145,Function unknown
NOG259426,Function unknown
NOG80525,Function unknown
NOG217812,Function unknown
NOG233882,Function unknown
NOG259425,Function unknown
NOG219131,Function unknown
NOG251239,Function unknown
NOG118951,Signal transduction
NOG211898,Function unknown
NOG211899,Function unknown
NOG211896,Function unknown
NOG211897,Function unknown
NOG85528,Function unknown
NOG207661,Function unknown
NOG211892,Transcription
NOG118958,Function unknown
NOG211890,Function unknown
NOG13937,Function unknown
NOG263019,Secondary structure
NOG247670,Function unknown
NOG85876,Transcription
NOG263016,Function unknown
NOG263015,Function unknown
NOG263014,Function unknown
NOG263013,Function unknown
NOG263010,Function unknown
NOG209945,Function unknown
NOG209944,Signal transduction
NOG209947,Function unknown
NOG209946,Function unknown
NOG209941,Function unknown
NOG209940,Function unknown
NOG209942,Function unknown
NOG70021,Function unknown
NOG209949,Function unknown
NOG219138,Function unknown
NOG257919,Function unknown
NOG208099,Function unknown
NOG72417,Function unknown
NOG114987,Function unknown
NOG208090,Function unknown
NOG208091,Function unknown
NOG208092,Function unknown
NOG257912,Replication and repair
NOG230681,Function unknown
NOG257914,Function unknown
NOG208096,Inorganic ion transport and metabolism
NOG257916,Transcription
NOG76412,Function unknown
NOG76413,Function unknown
NOG76410,Cell wall/membrane/envelope biogenesis
NOG114985,Function unknown
NOG76416,Function unknown
NOG252399,Function unknown
NOG76414,Function unknown
NOG252395,Transcription
NOG252396,Function unknown
NOG252397,Function unknown
NOG126120,Function unknown
NOG252391,General functional prediction only
NOG213051,Function unknown
NOG136478,Function unknown
NOG136476,Function unknown
NOG136477,Function unknown
NOG136473,Function unknown
NOG136470,Function unknown
NOG136471,Signal transduction
NOG130733,Function unknown
NOG130731,Function unknown
NOG130730,Function unknown
NOG135927,Function unknown
NOG130734,Function unknown
NOG135928,Function unknown
NOG130738,Function unknown
NOG75560,Function unknown
NOG209536,Function unknown
NOG211239,Function unknown
NOG262659,Function unknown
NOG211232,Function unknown
NOG211230,Function unknown
NOG211231,Function unknown
NOG262652,General functional prediction only
NOG262653,Function unknown
NOG262650,Function unknown
NOG262651,General functional prediction only
NOG133180,Function unknown
NOG133185,Function unknown
NOG215650,Function unknown
NOG133187,Function unknown
NOG133189,Function unknown
NOG209653,Function unknown
NOG219882,Function unknown
NOG135045,Function unknown
NOG43296,Function unknown
NOG238658,Function unknown
NOG242831,Chromatin structure and dynamics
NOG119086,Function unknown
NOG209656,General functional prediction only
NOG236001,Function unknown
NOG209530,Function unknown
NOG245945,Function unknown
NOG202687,Function unknown
NOG137917,Function unknown
NOG14682,Function unknown
NOG14681,Function unknown
NOG14680,Function unknown
NOG14687,Function unknown
NOG14686,Function unknown
NOG14685,Function unknown
NOG136292,Function unknown
NOG136291,Function unknown
NOG136294,Function unknown
NOG228918,Function unknown
NOG138528,Function unknown
NOG138529,Function unknown
NOG119307,Function unknown
NOG228912,General functional prediction only
NOG228911,Function unknown
NOG138525,Function unknown
NOG138522,Function unknown
NOG119302,Carbohydrate metabolism and transport
NOG228915,Function unknown
NOG119300,Function unknown
NOG88030,Function unknown
NOG28878,Function unknown
NOG256544,Function unknown
NOG150204,Function unknown
NOG150207,Function unknown
NOG229579,Function unknown
NOG254100,Function unknown
NOG150200,Function unknown
NOG230093,Function unknown
NOG242433,Function unknown
NOG261301,Function unknown
NOG261300,Function unknown
NOG261303,Function unknown
NOG261302,Chromatin structure and dynamics
NOG261305,Function unknown
NOG261304,Function unknown
NOG261307,Function unknown
NOG261306,Replication and repair
NOG261309,General functional prediction only
NOG257788,Function unknown
NOG149353,Function unknown
NOG138294,Function unknown
NOG253114,General functional prediction only
NOG253117,Function unknown
NOG253116,Function unknown
NOG253111,General functional prediction only
NOG253110,General functional prediction only
NOG202435,Transcription
NOG253112,Function unknown
NOG11305,Function unknown
NOG250687,Function unknown
NOG11307,Function unknown
NOG253119,Function unknown
NOG253118,General functional prediction only
NOG11303,Function unknown
NOG15481,Function unknown
NOG222982,Function unknown
NOG222983,Function unknown
NOG222980,Function unknown
NOG222981,General functional prediction only
NOG124570,Transcription
NOG124571,Function unknown
NOG69106,Function unknown
NOG124573,Function unknown
NOG12656,Function unknown
NOG12657,Function unknown
NOG222988,Function unknown
NOG240215,Function unknown
NOG124578,Function unknown
NOG124579,Function unknown
NOG136767,Defense mechanisms
NOG12651,Function unknown
NOG146989,Function unknown
NOG39584,Function unknown
NOG124800,Function unknown
NOG231103,Function unknown
NOG131129,Function unknown
NOG131128,Function unknown
NOG39583,Function unknown
NOG131124,Function unknown
NOG146985,Function unknown
NOG146984,Function unknown
NOG146986,General functional prediction only
NOG238985,Function unknown
NOG238984,General functional prediction only
NOG238987,Function unknown
NOG252168,Function unknown
NOG238981,Function unknown
NOG238980,Function unknown
NOG238983,Function unknown
NOG47174,Function unknown
NOG234375,Function unknown
NOG147245,Function unknown
NOG238989,General functional prediction only
NOG238988,Function unknown
NOG239058,Function unknown
NOG239059,Function unknown
NOG42637,General functional prediction only
NOG15157,Function unknown
NOG15151,Function unknown
NOG15152,Function unknown
NOG124871,Function unknown
NOG239050,Function unknown
NOG239051,Function unknown
NOG239052,Transcription
NOG208502,Function unknown
NOG239054,Function unknown
NOG239055,Function unknown
NOG239056,Function unknown
NOG239057,Intracellular trafficing and secretion
NOG45065,Function unknown
NOG45067,Function unknown
NOG45066,Function unknown
NOG217308,Function unknown
NOG217309,General functional prediction only
NOG218178,Function unknown
NOG218179,Function unknown
NOG218176,Function unknown
NOG218177,General functional prediction only
NOG212150,Energy production and conversion
NOG212151,Function unknown
NOG217300,Function unknown
NOG212157,Amino acid metabolism and transport
NOG218170,Function unknown
NOG218171,Function unknown
NOG230205,Function unknown
NOG07379,Function unknown
NOG221837,Function unknown
NOG230203,Function unknown
NOG231669,Function unknown
NOG29476,Function unknown
NOG230200,Function unknown
NOG225309,Function unknown
NOG29473,Function unknown
NOG29479,Function unknown
NOG47178,Function unknown
NOG220852,General functional prediction only
NOG220853,General functional prediction only
NOG220850,Function unknown
NOG201191,General functional prediction only
NOG220856,General functional prediction only
NOG220857,General functional prediction only
NOG220854,Energy production and conversion
NOG220855,General functional prediction only
NOG72884,Function unknown
NOG72887,Function unknown
NOG72886,Function unknown
NOG72881,Function unknown
NOG72883,Function unknown
NOG210953,Function unknown
NOG221184,General functional prediction only
NOG221182,General functional prediction only
NOG145988,Function unknown
NOG230208,Function unknown
NOG145980,Function unknown
NOG145981,Function unknown
NOG85601,Function unknown
NOG145983,Function unknown
NOG257786,Transcription
NOG39138,Function unknown
NOG251002,Function unknown
NOG130296,General functional prediction only
NOG130297,Function unknown
NOG130291,General functional prediction only
NOG41218,Function unknown
NOG256837,General functional prediction only
NOG223818,Function unknown
NOG207749,Function unknown
NOG120710,Function unknown
NOG74837,Cell cycle control and mitosis
NOG73826,Replication and repair
NOG74835,Signal transduction
NOG73820,General functional prediction only
NOG74830,Function unknown
NOG231105,General functional prediction only
NOG73829,Function unknown
NOG219221,Function unknown
NOG219220,Function unknown
NOG219223,Function unknown
NOG44335,Function unknown
NOG219225,Transcription
NOG219224,General functional prediction only
NOG226188,Function unknown
NOG219226,Function unknown
NOG226186,Transcription
NOG219228,General functional prediction only
NOG226184,Function unknown
NOG214654,Function unknown
NOG226182,Function unknown
NOG226183,Function unknown
NOG226180,Function unknown
NOG226181,General functional prediction only
NOG242731,Function unknown
NOG249324,Cell wall/membrane/envelope biogenesis
NOG259495,Function unknown
NOG119911,Function unknown
NOG256831,Function unknown
NOG202357,Function unknown
NOG147168,Function unknown
NOG225837,General functional prediction only
NOG202356,Function unknown
NOG257781,Function unknown
NOG237357,Function unknown
NOG147166,Function unknown
NOG147167,Function unknown
NOG208775,Function unknown
NOG225834,Function unknown
NOG240368,Function unknown
NOG240369,Function unknown
NOG205916,Transcription
NOG225833,Intracellular trafficing and secretion
NOG240364,Function unknown
NOG205915,Function unknown
NOG240362,Function unknown
NOG205913,Function unknown
NOG240360,General functional prediction only
NOG205911,Function unknown
NOG79972,Carbohydrate metabolism and transport
NOG79973,Transcription
NOG79974,Function unknown
NOG225831,Function unknown
NOG79976,Transcription
NOG79977,Function unknown
NOG79978,Function unknown
NOG242738,Transcription
NOG149473,Function unknown
NOG225989,Transcription
NOG225988,General functional prediction only
NOG225983,Function unknown
NOG225982,Function unknown
NOG225981,Amino acid metabolism and transport
NOG225980,General functional prediction only
NOG225987,Function unknown
NOG225986,General functional prediction only
NOG225985,Cell cycle control and mitosis
NOG225984,Function unknown
NOG227859,Cell wall/membrane/envelope biogenesis
NOG227858,Function unknown
NOG147298,Cell wall/membrane/envelope biogenesis
NOG81816,Function unknown
NOG227853,Function unknown
NOG227084,General functional prediction only
NOG147294,Signal transduction
NOG227857,Function unknown
NOG227856,Function unknown
NOG227855,Function unknown
NOG47885,General functional prediction only
NOG149192,General functional prediction only
NOG149191,Function unknown
NOG226729,Function unknown
NOG149196,Function unknown
NOG256832,"Post-translational modification, protein turnover, chaperone functions"
NOG149194,Function unknown
NOG208779,Function unknown
NOG124927,Replication and repair
NOG227087,Function unknown
NOG226726,Function unknown
NOG80437,Function unknown
NOG226725,Function unknown
NOG120715,Function unknown
NOG149644,Amino acid metabolism and transport
NOG131262,General functional prediction only
NOG39467,Function unknown
NOG222687,Intracellular trafficing and secretion
NOG120345,General functional prediction only
NOG230719,Function unknown
NOG120344,Function unknown
NOG210287,Function unknown
NOG235548,Function unknown
NOG246052,Function unknown
NOG235549,Function unknown
NOG120716,Function unknown
NOG235546,Function unknown
NOG78522,Function unknown
NOG230715,Function unknown
NOG05420,Function unknown
NOG39461,Function unknown
NOG235544,Function unknown
NOG214861,RNA processing and modification
NOG86912,Transcription
NOG210280,Function unknown
NOG230717,Transcription
NOG75878,Function unknown
NOG75875,General functional prediction only
NOG73657,Function unknown
NOG75877,Function unknown
NOG131845,Function unknown
NOG75871,Replication and repair
NOG75870,Function unknown
NOG75873,Function unknown
NOG230711,Function unknown
NOG219771,Function unknown
NOG125066,Function unknown
NOG230090,Function unknown
NOG210281,Signal transduction
NOG256439,Function unknown
NOG147839,Transcription
NOG126551,Function unknown
NOG131842,General functional prediction only
NOG80580,Function unknown
NOG147836,Function unknown
NOG261835,Function unknown
NOG40545,Function unknown
NOG40547,Function unknown
NOG261834,Function unknown
NOG40541,Function unknown
NOG40540,Function unknown
NOG40543,Function unknown
NOG261511,Function unknown
NOG232267,Function unknown
NOG261833,Function unknown
NOG256887,Transcription
NOG40549,Function unknown
NOG40548,Function unknown
NOG79327,Function unknown
NOG221455,Function unknown
NOG47014,General functional prediction only
NOG235848,Function unknown
NOG210050,Function unknown
NOG128796,Function unknown
NOG221454,General functional prediction only
NOG25248,Defense mechanisms
NOG259980,Transcription
NOG47018,Function unknown
NOG261515,Function unknown
NOG241978,Function unknown
NOG145471,General functional prediction only
NOG243185,Function unknown
NOG243184,General functional prediction only
NOG243183,Function unknown
NOG243181,Function unknown
NOG243180,Intracellular trafficing and secretion
NOG241970,Energy production and conversion
NOG241971,Function unknown
NOG241973,Function unknown
NOG241974,Function unknown
NOG253401,Function unknown
NOG243189,Function unknown
NOG241977,Function unknown
NOG220070,Function unknown
NOG220071,Transcription
NOG72069,Function unknown
NOG220073,Function unknown
NOG220074,Function unknown
NOG81600,Function unknown
NOG86655,Function unknown
NOG86654,Function unknown
NOG220078,Function unknown
NOG220079,General functional prediction only
NOG72061,Function unknown
NOG221452,General functional prediction only
NOG72067,Function unknown
NOG72066,Function unknown
NOG25242,Function unknown
NOG224761,Function unknown
NOG224762,Function unknown
NOG224763,Function unknown
NOG224764,Transcription
NOG261839,Function unknown
NOG224766,Function unknown
NOG224767,Function unknown
NOG235725,"Post-translational modification, protein turnover, chaperone functions"
NOG76992,Function unknown
NOG256436,Function unknown
NOG76997,Function unknown
NOG76996,Function unknown
NOG76994,Function unknown
NOG232024,Function unknown
NOG233254,Function unknown
NOG238042,Function unknown
NOG238043,Function unknown
NOG238044,Function unknown
NOG238045,Function unknown
NOG238046,General functional prediction only
NOG239671,Function unknown
NOG238049,Amino acid metabolism and transport
NOG225307,Function unknown
NOG232028,Function unknown
NOG239672,Function unknown
NOG138887,General functional prediction only
NOG224069,General functional prediction only
NOG236914,Transcription
NOG236915,Function unknown
NOG236916,Function unknown
NOG239897,Function unknown
NOG236910,General functional prediction only
NOG236911,Function unknown
NOG236912,Function unknown
NOG239297,Function unknown
NOG148745,Function unknown
NOG239674,Transcription
NOG148747,Function unknown
NOG236248,Function unknown
NOG236918,Function unknown
NOG236919,Transcription
NOG86387,Function unknown
NOG148742,Function unknown
NOG246165,Function unknown
NOG129260,Function unknown
NOG204030,Function unknown
NOG209822,Function unknown
NOG256957,Function unknown
NOG121010,Function unknown
NOG222676,Function unknown
NOG11899,Function unknown
NOG222491,Function unknown
NOG222677,Inorganic ion transport and metabolism
NOG221603,Function unknown
NOG250170,Function unknown
NOG225560,General functional prediction only
NOG222493,General functional prediction only
NOG246162,Function unknown
NOG250176,Function unknown
NOG220626,General functional prediction only
NOG222495,Function unknown
NOG135391,Function unknown
NOG208950,Function unknown
NOG77115,Transcription
NOG77116,Function unknown
NOG45312,Function unknown
NOG77111,Function unknown
NOG242276,Energy production and conversion
NOG207667,General functional prediction only
NOG242274,Function unknown
NOG207665,Replication and repair
NOG242272,Function unknown
NOG242273,Function unknown
NOG207660,Function unknown
NOG242271,General functional prediction only
NOG225569,Function unknown
NOG45149,Function unknown
NOG207668,Function unknown
NOG207669,Function unknown
NOG235241,Function unknown
NOG218271,Function unknown
NOG235243,General functional prediction only
NOG235242,Function unknown
NOG206399,Function unknown
NOG206398,General functional prediction only
NOG80550,Function unknown
NOG235246,Function unknown
NOG235249,General functional prediction only
NOG43224,Function unknown
NOG206397,Function unknown
NOG206396,Transcription
NOG206391,General functional prediction only
NOG206390,Transcription
NOG80558,Function unknown
NOG206392,Function unknown
NOG45145,General functional prediction only
NOG201628,Function unknown
NOG201629,Function unknown
NOG42578,Function unknown
NOG227749,Energy production and conversion
NOG201624,Transcription
NOG201626,Function unknown
NOG201627,Function unknown
NOG42572,Function unknown
NOG46050,Function unknown
NOG201622,Function unknown
NOG45143,Function unknown
NOG233377,General functional prediction only
NOG258767,General functional prediction only
NOG233375,Function unknown
NOG233374,Function unknown
NOG233373,General functional prediction only
NOG45140,Function unknown
NOG06509,Function unknown
NOG233370,Energy production and conversion
NOG06507,Function unknown
NOG235603,Function unknown
NOG45141,Function unknown
NOG233379,Function unknown
NOG233378,General functional prediction only
NOG247982,Function unknown
NOG247981,Function unknown
NOG247980,Carbohydrate metabolism and transport
NOG247987,Function unknown
NOG247986,Function unknown
NOG136940,Function unknown
NOG247984,Function unknown
NOG134250,Function unknown
